Condition	KO	KO	KO	WT	WT	WT
Acap2	4524	2988	4312	4655	1816	2726
Gm52237	0	0	0	0	0	0
Gm41442	16	6	42	27	37	13
Ppp1r2	5091	3404	3956	7548	5351	4046
Gm49767	8	2	0	1	0	2
Apod	8	15	22	2	2	0
AV205837	0	0	0	0	0	0
Gm41443	0	0	0	0	0	0
1700007E05Rik	0	0	0	0	0	0
Bdh1	461	454	325	794	600	353
Gm15743	2	3	0	4	0	0
Gm53947	0	3	1	0	0	0
Gm34032	0	0	0	0	0	0
Gm52238	0	0	0	0	0	0
Gm46560	1	0	0	0	0	0
Gm34256	0	0	0	0	1	0
Gm536	0	0	0	0	0	0
Gm57638	0	0	0	0	0	0
Dlg1	2805	2188	2502	2756	1647	1690
Gm24879	0	0	0	0	0	0
Meltf	3	0	1	0	0	0
Gm52243	0	0	0	0	0	0
Gm34476	0	0	0	0	0	0
Pigz	63	66	77	3	4	3
Ncbp2as2	1614	1582	1261	1751	2118	899
Ncbp2	3923	3401	2791	4697	3814	2375
Senp5	2772	1611	1853	2981	1273	1390
Gm15694	25	15	10	44	17	14
Pak2	9550	8879	9457	11169	6200	5971
Gm26419	0	0	0	0	0	0
Pigx	2416	1573	1786	2815	4272	2105
Cep19	1391	704	976	2817	2649	2095
Nrros	7258	6969	7458	8407	4491	3891
Bex6	789	585	580	600	481	348
Fbxo45	1560	1231	1292	1708	875	896
Gm25848	0	0	1	0	0	1
Wdr53	849	722	552	1087	1008	639
Mir1946a	0	0	0	0	0	0
Smco1	0	0	0	0	0	0
Rnf168	3305	2919	2457	3721	2789	1978
Ubxn7	3394	2392	2688	3493	2440	2027
Tm4sf19	0	0	1	0	0	0
Gm20056	9	15	9	5	13	6
Gm53948	0	0	0	1	6	0
Dynlt2b	717	584	725	895	1219	637
Pcyt1a	5190	3598	4498	7087	2863	3001
Slc51a	5	0	4	5	4	2
Zdhhc19	0	0	0	0	0	0
Tfrc	17179	5063	9840	40848	14992	17283
Tnk2	2941	3816	2818	2687	1746	1931
Tnk2os	2	4	2	5	4	5
Gm34766	0	0	0	0	0	0
Muc4	1	0	0	0	0	0
Gm34825	0	0	0	0	0	0
Gm53949	0	0	0	0	0	0
Muc20	9	43	5	15	10	5
Smbd1	1	2	0	1	0	0
Rubcn	1351	1207	1381	792	326	448
Fyttd1	3133	1812	1981	3008	1654	1380
Lrch3	1948	1883	1826	1443	660	858
n-R5s33	0	0	1	0	0	0
Iqcg	33	33	20	47	64	56
Rpl35a	45521	42679	36443	48304	84760	34370
Lmln	189	130	146	193	62	93
Mir1947	0	0	0	0	0	0
Gm38540	2	4	2	0	0	0
Gm41447	0	0	0	0	0	1
Gm53950	0	0	0	0	1	0
Osbpl11	1960	1463	1810	2025	1072	1133
Snx4	3890	3174	3415	5657	3625	2759
1700007L15Rik	111	99	73	153	175	82
Zfp148	3975	2601	3102	3471	1748	1753
Slc12a8	0	8	4	9	20	1
Heg1	2166	2438	1904	1598	755	728
Gm15658	370	366	250	252	225	138
Muc13	3264	5329	2659	2321	963	694
Itgb5	2758	2744	3751	278	200	164
Umps	5399	4848	4214	7448	4286	3058
Kalrn	129	114	143	192	119	128
Gm41448	0	0	0	0	0	0
Ropn1	0	0	0	0	0	0
Gm35150	5	7	2	3	10	5
Ccdc14	374	291	341	646	309	277
Mylk	90	103	112	297	668	420
Gm53951	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0
E130310I04Rik	0	0	0	0	0	0
Gm21691	0	0	0	1	0	0
Hacd2	2592	1343	1711	3197	3104	2164
Gm53952	1	0	1	2	0	0
Adcy5	1	1	3	24	8	10
Gm46550	0	0	0	0	0	0
Sec22a	807	551	638	812	877	447
Gm25079	0	0	0	0	0	0
Pdia5	518	589	506	792	441	378
1600019K03Rik	0	0	0	0	0	0
Sema5b	0	0	3	0	0	0
Slc49a4	1344	1137	1206	1776	1521	974
Gm25967	0	0	0	0	0	0
Hspbap1	554	416	414	800	796	464
Gm26838	0	0	0	0	0	0
Parp14	5680	4248	5522	4010	1361	2364
Dtx3l	4412	3747	4432	4052	997	2178
Parp9	5124	2964	4067	6795	2158	3303
Gm15564	16	23	67	10	25	13
Kpna1	4438	3048	3371	5857	2645	2426
Wdr5b	387	359	321	396	282	209
Fam162a	3167	2227	2053	3529	4534	2139
Mix23	1440	972	1003	1813	2510	1098
Gm41450	5	19	12	5	5	7
Csta1	0	3	0	0	0	0
Gm23080	0	0	0	0	0	0
Stfa2l1	300	503	833	3432	847	1676
Cstdc4	211	281	630	3390	643	1545
Gm25024	0	0	0	0	0	0
Gm6815	3	0	0	10	1	4
Gm10913	1	1	3	4	3	0
Csta3	4	7	9	22	8	8
Csta2	5	6	0	109	21	32
Gm24569	0	0	0	0	0	0
Stfa1	50	40	67	823	184	476
Cstdc3	0	0	0	0	0	0
Gm24437	0	0	0	0	0	0
Cstdc6	0	0	1	22	1	4
Cstdc5	19	11	51	1168	112	595
Gm24218	0	0	0	0	0	0
Gm7260	0	0	0	0	0	0
Stfa2	6	13	25	863	62	332
Gm22263	0	0	0	0	0	0
Gm25903	0	0	0	0	0	0
Stfa3	32	21	38	536	85	303
Casr	0	4	1	0	0	0
Cd86	3721	2061	4190	602	573	426
Gm41451	0	1	3	0	1	0
Ildr1	137	153	62	61	38	26
Slc15a2	523	453	352	466	83	70
Eaf2	18	9	5	17	12	12
Iqcb1	447	327	281	510	401	277
Golgb1	2347	1889	2234	1423	466	994
4930565N06Rik	0	0	0	0	0	1
Hcls1	20492	19563	20870	20648	18167	12215
Fbxo40	16	21	26	18	13	12
Polq	1226	606	923	1513	484	822
Stxbp5l	0	0	0	0	0	0
Gm57640	0	0	0	0	0	0
Gtf2e1	1772	1228	1346	2482	1347	1047
Rabl3	664	474	497	977	957	494
Hgd	6	5	1	0	4	0
Gm46559	0	0	0	0	0	0
Ndufb4	2146	1416	1448	2659	4112	1893
Gm35833	0	0	0	0	0	1
Gm46547	0	0	0	0	0	0
Fstl1	46	26	16	28	6	21
Gm41452	6	0	1	3	0	1
Btnl12	7	6	1	2	3	3
Lrrc58	1815	2054	1935	2054	1170	1135
Gpr156	0	0	0	1	0	0
Gm36225	0	0	0	0	0	0
4930542C21Rik	0	0	0	0	0	0
BC031361	24	20	16	19	5	15
Gsk3b	2894	2667	2682	2305	1097	1431
Gm25617	0	0	1	0	0	0
Nr1i2	0	1	0	0	0	0
Cfap91	2	4	4	11	1	3
Cox17	3989	3209	2876	4713	10481	3895
Popdc2	71	38	46	107	193	77
Pla1a	12	20	6	10	4	4
Gm36333	0	0	0	0	0	0
Adprh	5728	4706	4644	7059	6754	3850
Cd80	524	364	454	270	223	219
Gm41453	1	2	2	0	3	0
Timmdc1	1809	1474	1294	2172	2291	1251
Gm53953	8	4	8	2	3	8
Poglut1	2057	1575	1534	2372	1215	874
Tmem39a	1347	1082	1109	2442	1151	1027
Arhgap31	1336	1144	1302	715	287	484
Gm36482	0	0	0	0	0	0
B4galt4	572	687	608	519	258	235
Upk1b	26	16	14	2	12	3
Tex55	0	0	0	0	0	0
Gm15802	0	0	0	0	0	0
Igsf11	0	1	0	0	0	0
Gm36585	0	0	0	0	0	0
Gm36742	0	0	0	1	0	0
Gm36852	0	0	0	0	0	0
Gm41454	0	0	0	0	0	0
Gm53954	0	0	0	0	0	0
Gm36903	0	0	0	0	0	0
Lsamp	0	0	0	0	0	0
Gm53260	0	0	0	2	0	0
Gm52230	0	0	0	0	0	0
Gm53955	0	0	0	0	0	0
Gm53259	0	1	1	0	0	0
Gm46551	0	0	0	0	0	0
Gm52229	0	2	1	1	1	0
Gap43	0	0	0	0	1	0
Mir6540	0	0	0	0	0	0
Gm29960	0	0	0	0	0	0
4932412D23Rik	0	0	0	0	0	0
Gm19522	6	6	3	1	0	0
Zbtb20	732	1105	795	135	148	123
Ndufs5-ps	50	46	26	52	136	65
Gm25873	0	0	1	0	1	0
Gm9968	0	1	1	3	1	0
Gm15713	0	0	1	3	0	0
Mir568	0	0	0	0	0	0
Tigit	137	248	219	699	648	324
Gm53956	0	1	2	0	1	0
Drd3	0	0	0	0	0	0
Gm26074	0	0	0	0	0	0
Qtrt2	944	722	722	1101	501	466
Gm25989	0	0	0	0	0	0
Ccdc191	345	560	355	346	192	132
Zdhhc23	334	249	409	191	83	85
Gm46552	2	1	3	0	0	1
Gramd1c	284	245	242	236	147	105
Mir3470b	0	0	0	0	0	0
Atp6v1a	8083	4599	6984	15538	6160	6047
Naa50	10274	8257	7888	13177	7500	5954
Usf3	2104	1385	1903	1251	543	932
Sidt1	245	433	264	187	141	139
Spice1	832	691	674	556	299	330
Cfap44	4	2	2	7	0	5
Boc	6	9	10	2	0	0
Gm30064	0	0	0	0	0	0
Mir3081	0	0	0	0	0	0
Gm30252	0	0	0	0	0	0
Gm46571	0	0	0	0	0	0
Gm30311	0	0	0	0	0	0
Gm30445	38	39	40	30	23	28
Nepro	1386	927	1062	1606	795	697
Gtpbp8	726	416	520	767	694	425
Cd200r1	1064	561	1002	1098	1087	750
Cd200r4	636	528	600	365	631	364
Cd200r2	36	72	73	20	7	13
Gm53957	0	0	0	1	0	0
Cd200r3	512	363	328	510	298	229
Gm53958	0	0	0	0	0	0
Ccdc80	57	56	124	207	144	129
Slc35a5	2238	1353	2237	3524	2056	1595
Atg3	5282	4005	4573	7243	5693	4426
LOC118568281	52	53	69	45	62	46
Btla	1422	942	1473	2028	1148	858
Gm30636	0	0	0	0	0	0
Gm30760	0	0	0	0	0	0
Cd200	87	66	55	110	246	58
Cd200l1	0	0	0	0	0	0
Cd200l2	0	0	0	0	0	0
Slc9c1	0	0	3	0	0	0
Gcsam	290	250	365	35	22	18
BC016579	25	26	13	17	15	6
Tmprss7	7	6	8	9	4	8
Tagln3	1	8	4	5	9	10
Abhd10	1122	666	754	1511	1525	931
Phldb2	25	22	22	24	3	8
Gm15638	0	0	0	0	0	0
Plcxd2	171	187	155	225	66	142
Gm24754	0	0	0	0	0	0
Gm31198	0	0	0	0	0	0
Cd96	1553	2118	945	1791	1371	896
Ahcyl	63	37	31	64	41	31
Gm26297	0	0	0	0	0	0
Nectin3	7	4	8	10	10	4
Gm24651	0	0	0	0	0	0
Gm52257	0	0	0	0	0	0
6430553K19Rik	0	0	0	0	0	0
Dppa4	0	0	0	0	0	0
Dppa2	1	10	3	1	0	1
Gm5485	0	0	0	0	0	0
Morc1	10	14	8	32	60	31
Gm41458	0	0	0	0	0	0
Trat1	142	220	102	2387	2259	1512
Retnlb	0	0	1	3	16	2
Retnla	98	156	132	2	23	3
Retnlg	15302	13781	14384	28975	68005	18883
Dzip3	1098	636	810	1048	482	521
Gm22576	0	0	0	0	0	0
Cip2a	3872	1375	2141	7539	3739	4378
Myh15	2	0	2	0	1	0
1700026J12Rik	0	0	0	0	0	0
Gm4802	0	0	0	0	0	0
Gm31494	0	0	0	0	0	0
Ift57	765	587	635	1211	744	582
Gm52251	10	10	3	9	3	2
Gm15518	117	159	87	51	57	41
Gm16619	27	14	22	12	29	16
Gm4633	17	19	22	12	8	7
Cd47	22344	15763	17873	29372	26343	16446
Gm5486	23	25	13	20	13	34
Gm19723	0	0	0	0	0	1
Gm6936	0	0	0	0	0	0
Gm4827	2	1	1	3	2	3
Gm32101	7	3	5	2	0	1
Bbx	1322	1174	1295	840	430	553
Gm32231	0	0	0	0	0	0
Gm41459	0	0	1	0	0	0
G730013B05Rik	14	9	18	0	0	0
Ccdc54	0	0	0	0	0	0
4930542D17Rik	0	0	0	0	0	0
Dubr	311	165	250	255	232	184
Mir6363	0	0	0	1	0	0
1700116B05Rik	0	0	0	0	0	0
Gm24925	0	0	0	0	0	0
Gm32431	0	0	0	0	0	0
Gm57632	0	0	0	0	0	0
Gm29686	0	0	0	0	0	0
Cblb	1883	1979	2057	1283	601	600
Gm23513	0	0	0	0	0	0
Alcam	1659	1189	1564	727	501	479
Gm32597	0	0	0	0	0	0
Gm41461	1	7	5	1	2	7
4930404A05Rik	0	0	0	0	0	0
4930405D01Rik	0	0	0	0	0	0
Gm25723	0	0	0	0	0	0
Gm25853	0	0	0	0	0	0
Gm22977	0	0	0	0	0	0
Zpld1	0	0	0	0	0	0
Gm45968	0	0	0	1	0	1
Mir5118	0	0	0	0	0	0
Gm23003	0	0	0	0	0	0
Rdur	4	11	3	2	6	2
Nfkbiz	958	930	1009	622	303	455
Nxpe3	1316	1335	1012	2182	1416	991
Cep97	722	744	610	919	528	539
Gm6958	0	4	0	1	0	5
Rpl24	43566	37007	33085	51103	71271	33024
Zbtb11	2283	1562	1698	2720	1078	1182
Zbtb11os1	162	222	188	193	213	74
Pcnp	6772	4060	4521	6785	5166	4280
Trmt10c	2128	1523	1498	2704	1851	1238
Gm22422	2	0	0	2	0	0
Gm57818	0	0	0	3	0	1
Senp7	1989	1434	1529	2083	945	1084
Gm41462	0	0	0	0	0	0
Impg2	14	11	23	29	4	6
Abi3bp	425	457	121	20	5	8
Tfg	3127	2664	2799	4911	2656	2394
Adgrg7	970	460	458	1294	253	285
Tmem45a	0	0	0	1	2	3
Lnp1	0	0	0	0	1	0
Tmem45a2	323	80	95	160	363	200
Tomm70a	7852	6600	5913	11223	5767	4925
Nit2	1715	1164	1259	1836	1854	1049
Gm16892	3	1	2	0	3	3
Tbc1d23	1411	875	1106	1453	971	882
Tmem30c	1	2	0	1	0	1
Gm26800	1	0	1	0	0	1
Cmss1	1157	913	772	1723	1537	924
4921517D16Rik	3	9	9	2	2	4
Filip1l	3569	1788	3294	686	300	504
Gm53930	34	11	25	5	7	1
Mir1970b	0	0	0	0	0	0
Col8a1	0	0	0	0	0	0
Gm24039	0	0	0	0	0	0
Gm57639	0	0	0	0	0	0
Gm41463	0	0	0	0	0	0
4930461C15Rik	0	0	0	0	0	0
Dcbld2	79	73	50	77	63	57
St3gal6	3281	1628	2237	3475	2928	2258
Ftdc1	0	0	0	0	0	0
Ftdc2	2	3	2	4	3	5
Gm41464	6	3	9	2	4	2
Cpox	11656	4334	7042	16722	8290	7373
Gpr15	312	293	251	406	203	161
Cldnd1	4508	2718	3256	3714	2575	2124
Or5k1b	0	0	0	0	0	0
Or5k1	0	0	0	0	0	0
Or5k8	0	0	0	0	0	0
Or5k14	0	0	0	0	0	0
Or5k15	0	0	0	0	0	0
Or5k16	0	0	0	0	0	0
Or5k17	0	0	0	0	0	0
Or5h17	0	0	1	0	0	0
Or5h18	0	0	0	0	0	0
Or5h19	0	0	0	0	0	0
Or5h22	0	0	0	0	0	0
Or5h23	0	0	0	0	0	0
Olfr192	0	0	0	0	0	0
Or5h25	0	0	0	0	0	0
Or5ac15	0	0	0	0	0	0
Or5k3	0	0	0	0	0	0
Or5h26	0	0	0	0	0	0
Olfr197	0	0	0	0	0	0
Or5ac16	0	0	0	0	0	0
Or5ac17	0	0	0	0	0	0
Or5ac19	0	0	0	0	0	0
Or5ac20	0	0	0	0	0	0
Or5ac21	0	0	0	0	0	0
Or5ac22	0	0	0	0	0	0
Or5ac23	0	0	0	0	0	0
Or5ac24	0	0	0	0	0	0
Olfr209	0	0	0	0	0	0
Gm33611	0	0	0	0	0	0
Gabrr3	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0
Riox2	3481	2690	2417	3342	3727	2152
Crybg3	1597	753	1375	831	279	491
Arl6	305	193	226	385	262	165
4930547E14Rik	0	0	0	0	0	0
Epha6	0	0	0	0	0	0
Gm9017	0	0	0	0	0	0
Gm23852	0	0	0	0	0	0
Gm33797	0	0	0	0	0	0
Gm24164	0	0	0	0	0	0
Nsun3	841	635	780	1187	641	448
Gm52231	0	0	1	0	0	0
Arl13b	989	614	779	1012	449	431
Stx19	0	1	1	0	0	2
Pros1	1614	1035	1677	1813	627	745
Gm53931	0	0	0	0	0	0
Gm33912	0	0	0	0	0	0
Epha3	0	1	1	22	8	9
Gm22769	0	0	0	0	0	0
Gm41466	0	0	0	0	1	0
Csnka2ip	0	0	0	0	0	0
4930453N24Rik	2248	2178	1637	3062	2974	1694
Zfp654	2260	1155	1644	2148	923	1054
Cggbp1	9459	6550	7882	11665	7149	5914
Gm33971	11	2	0	6	4	2
Htr1f	0	0	0	0	0	0
Gm22429	0	0	0	0	0	0
Gm34033	0	0	0	0	0	0
Pou1f1	1	1	0	0	0	0
Chmp2b	4327	2618	3194	3563	3304	2266
Gm36457	17	23	13	27	18	10
Gm57637	0	0	0	0	0	0
Gm41469	0	0	0	0	0	0
Gm41470	0	0	0	0	0	0
Vgll3	3	3	1	5	0	1
Gm22448	0	0	0	0	0	0
Cadm2	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0
Gm57633	0	0	0	0	0	0
Gm53927	0	0	0	0	0	0
4930428D20Rik	0	0	0	0	0	0
Speer2	0	0	0	0	0	0
Gm41471	0	0	0	0	0	0
Gm36766	0	0	0	0	0	0
Gbe1	1411	1134	1151	1717	1505	1066
D16Ertd519e	0	0	0	0	0	0
Gm29823	0	0	0	0	0	0
4931420L22Rik	0	0	0	0	0	0
Gm24968	0	0	0	0	0	0
4930567J20Rik	0	0	0	0	0	0
Gm22797	0	0	0	0	0	0
Robo1	14	18	13	1	1	0
8030451O07Rik	0	0	0	0	0	0
Gm29908	0	0	0	0	0	0
Gm52248	0	0	0	0	0	0
4930500H12Rik	0	0	0	0	0	0
Gm25699	0	0	0	0	0	0
Gm41472	0	0	0	0	0	0
Robo2	3	3	2	0	0	0
Gm22163	0	0	0	0	0	0
Mir691	0	0	0	0	0	0
Gm26307	0	0	0	0	0	0
Gm52242	0	0	0	0	0	0
Gm57634	0	0	0	0	0	0
n-TIaat1	0	0	0	0	0	0
Lipi	0	0	0	0	0	0
Rbm11	22	46	28	17	17	2
Gm41474	0	0	0	0	0	0
Gm30162	0	0	0	0	0	0
Hspa13	4023	1914	2641	4737	2037	2231
Samsn1	9522	4868	6188	8291	8029	5186
Gm15555	2	0	1	1	1	0
4930578N18Rik	0	0	0	0	0	0
Gm22268	0	0	0	0	0	0
Gm53928	1	8	2	1	3	1
Gm30507	1	3	2	1	0	0
Nrip1	1576	1484	1690	1167	365	635
Gm30569	2	1	0	1	2	1
Gm52253	0	0	0	0	0	0
Gm30615	0	0	0	0	0	0
Gm30726	6	2	2	4	3	3
Gm30790	3	0	0	0	1	0
1700063K16Rik	2	2	1	3	1	1
1700041M19Rik	0	0	0	0	0	0
Usp25	8405	5939	7180	10086	4350	4827
Gm31258	0	0	0	0	0	0
Mir99ahg	0	6	2	0	4	3
9430053O09Rik	0	0	0	0	0	0
Mir99a	0	0	0	0	0	0
Mirlet7c-1	0	0	0	0	0	0
Mir125b-2	0	0	0	0	0	0
Gm31431	0	0	0	0	0	0
Gm31495	0	0	0	0	0	0
Gm31613	1	1	0	0	0	0
Gm41477	0	0	1	0	0	0
Gm25916	0	0	0	0	0	0
E330011O21Rik	10	17	8	19	12	3
Cxadr	47	56	36	73	39	27
Btg3	602	384	408	641	633	383
Gm25038	0	0	0	0	0	0
D16Ertd472e	2782	2717	2400	2804	2325	1564
4930478L05Rik	0	0	0	2	0	0
Gm24861	0	0	0	0	0	0
4930570E03Rik	0	0	0	0	0	0
Chodl	0	0	0	0	0	0
Tmprss15	0	0	0	1	0	1
1700066C05Rik	0	0	0	0	0	0
Gm41479	0	0	0	0	0	0
Ncam2	3	0	0	0	0	1
Gm41480	0	0	0	0	0	0
Gm23355	0	0	0	0	0	0
Gm41481	0	0	0	0	0	0
Gm24508	0	0	0	0	0	0
4930553E22Rik	0	0	0	0	0	0
A730009L09Rik	0	0	0	0	0	0
Gm32073	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0
Mir155hg	10	7	6	3	6	4
Mir155	0	0	0	0	0	0
Mrpl39	2512	1963	1862	2894	2621	1625
Gm32202	0	0	0	0	0	0
Jam2	19	13	13	9	1	3
Gm46557	2	0	0	0	0	0
Atp5pf	10515	8443	7877	11638	13906	7532
Gabpa	3748	2485	3048	4260	1768	2153
App	13784	8166	13930	18632	4294	7748
Gm10791	4	1	8	1	1	0
Gm49227	17	8	20	35	2	5
Gm41482	0	0	0	0	0	0
Gm41483	0	0	0	0	0	0
Cyyr1	79	73	64	50	5	15
Gm52244	0	0	0	0	0	0
Adamts1	18	27	7	1	0	0
4930556C24Rik	0	0	0	0	0	0
Adamts5	14	2	11	12	5	3
Gm46558	0	0	0	2	0	0
Gm32357	0	0	0	0	0	0
Gm32461	0	1	0	0	0	0
Gm32624	0	0	0	0	0	0
Gm38477	0	0	0	0	0	0
Gm32865	0	0	0	0	0	0
Gm41484	0	0	0	0	0	0
N6amt1	840	613	585	1036	1031	562
Ltn1	3046	2377	2898	3680	1480	1674
Gm25896	1	0	0	0	1	0
Rwdd2b	763	652	563	1123	711	526
Usp16	2516	1885	1734	3174	1500	1603
Cct8	22469	17599	16003	32480	23688	14232
B130034C11Rik	43	35	31	35	28	24
Gm24891	0	0	0	0	0	0
Map3k7cl	0	0	1	0	0	0
Gm41485	12	16	25	7	5	0
Gm22808	0	0	0	0	0	0
Gm53917	0	0	0	0	0	0
Bach1	5492	2982	5117	4037	1577	2027
Gm32925	0	0	3	2	0	1
2810407A14Rik	1	0	0	0	0	0
Grik1	0	0	0	0	0	0
4930590A17Rik	0	0	0	0	0	0
Gm51405	0	0	0	0	0	0
Gm33207	0	0	0	0	0	0
Gm46553	0	0	0	0	0	0
Gm41486	0	0	0	0	0	0
Gm33255	0	0	0	0	0	0
4930420G21Rik	0	0	0	0	0	0
Gm46546	1	6	2	5	7	2
Cldn17	0	0	0	0	0	0
Cldn8	0	0	0	0	0	0
Gm33372	0	0	0	0	0	0
Krtap24-1	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0
Krtap26-1	0	0	0	0	0	0
Krtap27-1	0	0	0	0	0	0
2310061N02Rik	0	0	0	0	0	0
Krtap13-1	0	0	0	0	0	0
Krtap13	0	0	0	0	0	0
2310034C09Rik	0	0	0	0	0	0
2310057N15Rik	0	0	0	0	0	0
Gm5965	0	0	0	0	0	0
4930553J12Rik	0	0	0	0	0	0
Gm20741	0	0	0	0	0	0
Krtap14	0	0	0	0	0	0
Krtap15-1	0	0	0	0	0	0
Krtap19-1	0	0	0	0	0	0
Krtap19-2	0	0	0	0	0	0
Krtap19-3	0	0	0	0	0	0
Krtap19-4	0	0	0	0	0	0
Krtap19-5	0	0	0	0	0	0
Krtap19-9b	0	0	0	0	0	0
Krtap16-3	0	0	0	0	0	0
Gm41515	0	0	0	0	0	0
Krtap22-2	0	0	0	0	0	0
Gm10229	0	0	0	0	0	0
Krtap6-1	0	0	0	0	0	0
Gm10228	0	0	0	0	0	0
Krtap6-5	0	0	0	0	0	0
1110025L11Rik	0	0	0	0	0	0
Gm41487	0	0	0	0	0	0
Krtap6-3	0	0	0	0	0	0
Gm38490	0	0	0	0	0	0
Gm33726	0	0	0	0	0	0
Gm33798	0	0	0	0	0	0
Gm33888	0	0	0	0	0	0
Gm6358	0	0	0	0	0	0
Gm10061	0	0	0	0	0	0
Gm9789	0	0	0	0	0	0
Gm7735	0	0	0	0	0	0
1110057P08Rik	0	0	0	0	0	0
Gm34396	0	0	0	0	0	0
Krtap20-2	0	0	0	0	0	0
Gm34566	0	0	0	0	0	0
Gm34650	0	0	0	0	0	0
Gm34733	0	0	0	0	0	0
Gm34826	0	0	0	0	0	0
Gm52258	0	0	0	0	0	0
Gm35004	0	0	0	0	0	0
Gm35091	0	0	0	0	0	0
Gm35174	0	0	0	0	0	0
Gm52266	0	0	0	0	0	0
Gm35257	0	0	0	0	0	0
Gm52260	0	0	0	0	0	0
Gm52233	0	0	0	0	0	0
Gm35342	0	0	0	0	0	0
Gm41488	0	0	0	0	0	0
Gm35427	0	0	0	0	0	0
Gm52246	0	0	0	0	0	0
Gm33084	0	0	0	0	0	0
Krtap21-1	0	0	0	0	0	0
Krtap6-2	0	0	0	0	0	0
Gm23655	0	0	0	0	0	0
Krtap8-1	0	0	0	0	0	0
Krtap7-1	0	0	0	0	0	0
Krtap11-1	0	0	0	0	0	0
Gm35500	0	0	0	0	0	0
Tiam1	3824	2452	3498	2636	1142	1750
Gm52239	0	0	0	0	0	0
Gm10789	0	3	1	1	1	0
Gm35714	1	0	0	0	0	2
Sod1	18563	18854	15561	27056	31155	14786
Scaf4	2795	2865	2714	2823	1559	1686
Hunk	7	5	17	2	1	2
Gm35882	0	0	0	0	0	0
Gm41490	0	0	0	0	0	0
Gm35939	10	5	14	0	0	1
Gm36001	0	0	0	0	0	0
Gm36063	0	0	0	0	0	0
Gm23406	0	0	0	0	0	0
Gm36116	0	0	0	0	0	0
Gm36169	2	0	7	2	1	2
Gm53918	0	0	0	0	0	0
Gm46569	0	0	0	0	0	0
Mis18a	2981	1853	1916	4814	4613	2972
Gm17518	11	11	11	18	9	5
Mrap	130	137	203	11	4	11
Urb1	1354	1289	1237	1203	409	518
Eva1c	3	3	3	0	0	2
Gm36363	0	0	0	0	0	0
Gm53919	1	0	1	2	0	0
Cfap298	1369	1078	968	2167	1978	1185
Synj1	4103	2626	3988	3138	1282	1610
4930404I05Rik	5	3	1	1	5	2
Paxbp1	2031	1638	1723	2544	1476	1624
Epcip	20	8	11	13	43	16
Gm41492	0	0	0	0	0	0
Gm9881	1	0	0	0	0	0
Gm53920	0	1	3	1	0	0
Olig2	7	25	4	0	0	1
Gm52261	0	0	0	0	0	0
Olig1	0	3	0	0	0	0
Gm36587	60	41	64	65	79	53
Ifnar2	5150	5252	5036	5022	3765	2705
Il10rb	5037	4127	4755	3727	2915	2080
Gm46562	0	0	0	0	1	0
A930006K02Rik	78	78	77	66	98	77
Ifnar1	4081	3615	4035	3241	1662	1811
Mir6367	0	0	0	0	0	0
Ifngr2	3457	2797	3386	3881	3159	1857
Tmem50b	4637	2671	3739	5749	3495	3212
Dnajc28	295	160	178	218	125	109
Gart	10470	9868	8404	14740	7943	5746
Son	15953	14342	15101	15786	9315	8966
Gm36712	0	12	3	2	3	4
Donson	1131	847	1010	1827	921	893
Gm10785	18	12	13	48	18	18
Cryzl1	2556	1519	1986	2576	2442	1634
Gm46543	0	0	0	0	0	0
Itsn1	1379	1037	1432	506	278	344
Gm53921	0	0	0	0	0	0
Gm52262	2	0	1	0	0	0
Gm25245	1	0	0	0	0	0
Atp5po	14707	10611	10192	18599	21024	10775
Gm36797	0	0	0	0	0	0
D430001F17Rik	0	0	1	0	0	0
Gm36905	0	0	0	0	0	0
Slc5a3	154	180	153	175	65	97
Mrps6	901	810	604	1169	1389	567
Gm41496	0	0	2	1	1	0
Gm41495	0	0	0	0	0	0
Gm29880	0	0	0	0	0	0
Gm41497	0	0	0	0	0	0
Kcne2	0	0	0	0	0	0
Smim11	1982	1630	1372	1821	3514	1459
1700048M11Rik	0	0	0	0	0	0
Fam243	0	0	0	0	0	0
Smim34	0	0	0	0	0	0
Kcne1	0	0	0	0	0	0
Gm30163	0	0	0	0	0	0
Gm29805	0	0	0	0	0	0
Rcan1	1114	889	866	1074	641	544
Gm41498	4	1	0	1	0	2
Gm46555	5	0	3	4	0	1
2410124H12Rik	0	0	0	0	0	0
Clic6	0	0	1	0	0	1
Gm30224	0	0	0	0	0	0
Runx1	3441	3780	3272	2430	1342	1481
Gm26626	4	3	1	2	0	2
Gm30281	9	2	3	9	17	8
Gm49723	0	0	0	0	0	0
Gm41499	0	0	0	0	0	0
Gm30474	13	7	7	6	2	4
Gm30530	2	0	0	1	0	0
Gm30588	0	0	0	0	0	0
1810053B23Rik	2	0	0	0	0	0
Mir802	0	0	0	0	0	0
1700029J03Rik	0	0	0	1	5	0
Gm30695	0	0	0	0	0	0
Setd4	223	259	204	325	483	193
Cbr1	2009	1377	1413	2004	2796	1161
Cbr3	309	139	334	97	112	58
Gm41501	0	0	0	0	0	0
Dop1b	1543	1289	1615	1000	502	679
