Condition	KO	KO	KO	WT	WT	WT
AU021063	0	0	0	0	0	0
Tamalin	77	118	58	59	54	34
Gm53913	0	1	1	0	0	0
Nr4a1	3333	1904	3366	387	299	310
Atg101	2063	1453	1615	3009	2877	2018
Smim41	1	1	3	4	5	2
Gm41403	0	0	0	0	0	0
Gm52200	13	6	25	19	11	9
Krt80	2847	1363	3196	675	440	479
Gm35853	931	534	903	225	250	199
Mir1941	1	0	0	0	0	0
Gm671	5	0	2	1	0	0
Krt7	44	30	39	12	14	16
Krt87	1	0	0	2	2	1
Krt88	0	0	0	0	0	0
Krt81	3	0	2	4	5	0
Krt86	39	55	39	13	22	25
Krt83	136	60	81	154	230	126
Gm6042	0	0	0	0	0	0
Krt85	0	0	0	0	0	0
Gm53914	0	0	0	0	0	0
Krt84	0	0	0	0	0	0
Krt82	0	0	0	0	0	0
Krt90	0	0	0	0	0	0
Krt75	0	0	0	0	0	1
Gm5476	0	0	0	0	0	0
Gm5477	0	0	0	0	0	0
Gm5414	0	0	0	0	0	0
Gm5478	0	0	0	0	0	0
Krt6b	0	0	0	5	5	2
Krt6a	0	0	0	0	0	0
Gm49428	0	0	0	0	0	0
Krt5	0	0	0	0	0	0
Krt71	0	0	0	0	0	0
Krt74	0	0	0	0	0	0
Krt72	0	0	0	0	0	0
Krt73	0	0	0	0	0	0
Krt2	0	0	0	0	0	1
Gm35972	0	0	0	0	0	0
Krt1	1	1	0	0	0	0
Krt77	0	0	0	0	0	0
Krt76	0	0	0	0	0	0
Krt4	2	14	12	4	3	0
Krt79	2	3	1	0	0	0
Krt78	2	0	3	0	0	0
Krt8	9	18	7	17	10	7
Gm36026	0	0	0	0	0	0
Gm41404	0	0	0	0	0	0
Krt18	224	273	171	267	419	162
Gm41405	0	0	0	0	0	0
Eif4b	22018	17817	19685	24821	12392	12290
Gm53915	0	0	0	0	1	0
Tns2	11	29	32	26	12	24
Spryd3	1453	1302	1559	1935	1208	999
Igfbp6	65	43	124	288	53	63
Soat2	337	487	481	485	169	292
Csad	281	360	403	253	134	135
Zfp740	3886	3508	4004	3929	2391	2276
Itgb7	10900	13956	10901	9684	8140	6749
Rarg	1120	1347	1339	665	837	479
Gm9918	3	6	2	0	1	0
Mfsd5	1683	1905	1708	2227	1955	1163
Espl1	1728	1019	1619	2462	868	1464
Pfdn5	8901	6406	7420	8539	12486	7694
Mir12187	0	0	0	0	0	0
Myg1	1716	1343	1352	2632	2412	1463
Aaas	1500	1329	1209	2870	1410	1254
Gm36246	0	1	0	0	1	0
Sp7	0	1	1	0	0	0
Sp1	3841	2842	3558	3757	1620	2141
Amhr2	1	6	3	3	3	1
Prr13	5700	5745	6001	7818	8538	5119
Gm36331	12	6	9	10	6	8
Pcbp2	13981	13228	12931	19165	11497	10038
Map3k12	50	59	60	78	54	56
Tarbp2	977	886	853	1558	1227	809
Npff	18	31	20	22	12	22
Atf7	1515	1075	1537	1081	284	744
LOC105246046	0	0	0	0	0	0
Gm25141	0	0	0	0	0	0
Gm4544	0	0	0	0	0	0
Atp5mc2	4255	3968	3850	6176	6676	4063
Mir688	0	0	0	0	0	1
Calcoco1	1025	1029	1036	652	480	363
Gm36510	0	0	0	0	0	0
Gm36560	0	0	0	0	0	0
Cistr	0	0	0	0	0	0
Hoxc13	0	0	0	0	0	0
Hoxc12	0	0	0	0	0	0
Hotair	0	0	0	0	0	0
Hoxc11	0	0	0	0	0	0
Hoxc10	0	0	0	0	0	0
Mir196a-2	0	0	0	0	0	0
Hoxc9	1	0	4	1	4	1
Gm36878	0	0	0	1	0	0
Hoxc8	0	0	0	0	0	0
Gm29905	0	0	0	0	0	0
Hoxc6	3	3	2	4	3	1
Hoxc5	0	0	0	0	0	0
Mir615	0	0	0	0	0	0
Hoxc4	3	7	2	0	0	0
Gm30528	0	0	0	0	0	0
Gm28876	0	0	0	0	0	0
Gm10830	0	0	0	0	0	0
D930007P13Rik	1	0	0	0	0	0
Smug1	402	313	316	370	158	179
Cbx5	5366	3699	4291	7933	3087	3936
Hnrnpa1	26834	22630	22335	32716	22529	19410
Nfe2	6723	4974	5308	10552	10279	6862
Copz1	5182	4819	5095	8021	6895	4513
Mir148b	0	0	0	0	0	0
Gm41406	0	0	0	0	1	0
Gpr84	289	127	236	845	378	405
Zfp385a	1699	2031	2047	1191	421	596
Itga5	1841	1816	1993	2010	584	917
Mir6963	0	0	0	0	0	0
Gtsf1	13	10	10	28	25	16
Gtsf2	0	0	0	0	0	0
Nckap1l	12093	9224	12928	9879	5046	5667
Pde1b	536	503	706	462	286	569
Ppp1r1a	0	2	0	0	1	0
Glycam1	0	0	0	0	0	0
Gm53234	1	0	0	0	0	0
Gm53237	0	0	0	0	0	0
Gm53236	0	0	0	0	0	0
Mucl1	0	0	0	0	2	0
Mucl2	0	0	0	0	0	0
Gm53926	0	0	0	0	0	0
Gm35974	0	0	0	0	0	0
Gm22598	0	0	0	0	0	0
Or1f19	0	0	0	0	0	0
6720473M11Rik	7	10	7	7	3	5
Mefv	1962	939	2011	1863	653	1174
Gm57641	0	0	0	0	0	0
Zfp263	2077	1505	1877	1985	913	1060
Gm36195	16	7	13	12	2	9
Gm41409	3	2	0	2	1	3
Or2c1	0	0	0	0	0	0
Zfp174	61	46	38	44	18	27
Zfp597	965	479	778	1132	718	639
Naa60	2880	2583	3154	3774	1818	2056
Gm41410	13	15	13	23	21	8
1700037C18Rik	67	52	49	74	113	45
Cluap1	1195	819	925	1832	1583	1064
Gm57636	1	3	1	0	0	0
Nlrc3	440	676	519	291	114	241
Slx4	1016	746	931	932	231	650
Dnase1	0	0	0	1	0	1
Trap1	4873	3663	3878	7409	3555	3132
Crebbp	1477	1710	1626	822	644	731
4930455F16Rik	0	0	0	0	0	0
Gm5766	0	0	0	0	0	0
Gm36359	0	0	1	0	0	2
Adcy9	388	212	319	222	77	133
Srl	200	149	146	175	84	68
Tfap4	816	845	705	1142	705	488
D330022H12Rik	2	7	3	0	0	1
Glis2	43	76	44	13	13	19
Pam16	767	594	577	1002	1153	624
Coro7	3251	3305	3832	5019	2312	3022
Vasn	2	4	6	0	0	1
Dnaja3	2798	2018	2224	4206	2020	1803
Nmral1	1962	1339	1332	2767	2330	1506
Hmox2	3214	2513	2992	3504	2692	1984
Cdip1	631	589	643	696	381	269
4930562C15Rik	0	0	0	0	0	0
Gm36513	3	0	0	4	1	4
Ubald1	1099	1523	1165	1134	1203	797
Mgrn1	1953	1728	2311	1995	814	1036
Gm16861	14	11	21	18	13	8
Nudt16l1	1823	1689	1607	2625	2309	1345
Anks3	674	626	650	840	546	570
Gm36681	23	22	31	20	8	14
Dnaaf8	22	16	19	42	31	31
Septin12	0	0	0	0	0	0
Smim22	0	0	0	0	0	0
Rogdi	1242	999	1446	2042	2424	1491
Glyr1	7134	4307	5824	9192	4652	4521
Ubn1	4132	3604	3996	4088	2405	2299
Gm23483	0	0	0	0	0	0
Ppl	0	0	2	1	0	1
Sec14l5	0	0	0	0	0	0
Nagpa	1678	1487	1740	2073	999	919
AU021092	1	11	15	0	1	0
Mir6364	0	0	0	0	0	0
Alg1	1056	885	983	1376	1059	659
Eef2kmt	801	626	771	1143	904	514
Gm15983	4	1	3	0	1	1
Gm57635	0	0	0	0	0	0
Gm41414	1	3	2	7	3	6
Gm41416	0	0	0	0	0	0
Rbfox1	0	7	4	3	0	1
Gm52234	0	0	0	0	0	0
Gm36902	0	0	0	0	1	0
1700123O21Rik	0	0	0	0	0	0
Gm53933	0	0	0	0	0	0
Gm52235	0	0	0	0	0	0
Gm36824	0	0	0	0	0	0
Gm29854	0	0	0	0	0	0
Gm26159	0	0	0	0	0	0
Gm29936	0	0	0	0	0	0
Gm24579	0	0	0	0	0	0
Tmem114	0	1	0	0	0	0
Gm30012	7	5	4	7	8	5
Mettl22	219	219	199	443	253	181
Gm23706	0	0	0	0	0	0
Abat	21	16	37	42	19	20
Tmem186	1166	776	789	1593	654	703
Pmm2	1896	1391	1613	3013	1865	1698
Carhsp1	2803	1742	2763	4836	3321	2626
Litafd	1	1	1	2	4	3
Usp7	6668	5305	6477	8555	3501	5004
Gm25805	0	0	0	0	0	0
Hapstr1	1601	1272	1669	2061	1397	1193
Gm30310	4	1	6	1	3	3
Gm30371	0	0	0	0	0	0
Gm30444	0	0	0	0	0	0
Gm30567	0	0	0	0	0	0
Gm53934	0	0	0	0	0	0
Gm41418	0	0	0	0	0	0
Grin2a	0	0	0	0	0	0
Gm30668	0	0	0	0	0	0
Rpl39l	35	23	30	15	16	19
Atf7ip2	2	0	3	2	1	2
Gm24667	0	0	0	0	0	0
Emp2	4	4	1	3	0	0
Gm1600	0	0	0	0	0	0
Gm30724	0	0	0	0	0	0
Tekt5	2	5	1	1	4	3
Gm41419	0	0	0	0	0	0
Nubp1	2862	1722	2292	3998	2281	2207
Tvp23a	21	8	12	12	1	9
Gm41420	2	0	1	1	0	0
Ciita	2107	1295	3270	473	193	330
Gm57630	2	3	5	0	1	0
Dexi	418	456	342	507	347	254
Clec16a	956	695	941	897	332	516
Gm52264	0	1	0	0	0	0
Gm15558	0	2	1	2	2	0
Gm53935	0	0	0	0	0	0
Socs1	210	404	239	574	765	424
Tnp2	2	2	0	5	9	1
Prm3	0	0	0	0	0	0
Prm2	0	0	0	0	0	0
Prm1	0	0	0	2	1	3
Rmi2	454	435	388	934	705	547
Gm53936	0	0	0	0	0	0
Gm21859	0	1	0	5	4	3
Litaf	3055	2750	4001	4610	2376	2494
Gm4262	2	3	3	3	4	4
Gm10832	0	0	0	0	0	0
Gm9861	3	1	2	0	1	0
Snn	229	233	304	29	37	32
Txndc11	1260	1075	1229	1870	726	950
Zc3h7a	2477	1835	2302	2860	1308	2075
Gm24145	0	1	0	0	0	1
4930509G22Rik	7	3	8	9	5	7
Rsl1d1	7201	4400	4816	9948	5680	4885
2610020C07Rik	45	26	42	72	60	62
Gspt1	9372	6529	7044	12708	5806	5751
Gm57631	20	20	19	13	9	15
Mir1945	0	0	0	0	0	0
Tnfrsf17	0	0	0	1	0	1
Snx29	659	449	590	355	157	197
Gm32100	2	0	0	0	0	0
4833415N18Rik	0	0	0	0	0	0
Cpped1	670	548	635	903	431	373
Gm9961	0	1	0	2	1	0
Gm32278	0	0	0	0	0	0
Shisa9	0	1	2	0	0	0
Gm45919	0	0	0	0	0	0
Gm38619	0	0	0	0	0	0
Gm57486	0	0	0	0	0	0
4930414F18Rik	0	2	0	0	0	0
1700003L19Rik	0	0	0	0	0	0
Ercc4	919	864	885	927	441	441
Gm32596	0	0	0	0	0	0
Mrtfb	455	408	512	288	116	163
LOC115488652	0	0	1	0	0	0
Gm15738	1	0	0	0	1	1
Gm41421	0	0	2	0	2	1
n-TTcgt5	0	0	0	0	0	0
Gm32817	0	0	0	0	0	1
Gm53058	0	0	0	0	0	0
Mir193b	0	0	0	0	0	0
Mir365-1	0	0	0	0	0	0
Gm33155	0	0	0	0	0	0
Mir6365	0	0	0	0	0	0
2310015D24Rik	0	0	0	0	0	0
Parn	1874	1430	1555	2676	1395	1149
Bfar	2238	1656	1803	2907	1978	1453
Pphln1-ps1	311	158	239	452	289	267
Pla2g10	0	0	0	0	0	0
Pla2g10os	0	0	0	0	0	0
A930007A09Rik	44	49	54	40	20	22
Rrn3	2685	2014	2089	3725	1596	1403
Ntan1	1856	1287	1631	2320	2141	1467
Pdxdc1	1844	1601	1886	2172	704	1054
Mpv17l	53	24	38	87	82	27
Ifitm7	7	2	2	6	0	2
Bmerb1	3	2	2	2	5	1
LOC118568255	0	0	0	1	0	0
Marf1	2915	2143	2569	2274	1167	1459
Mir484	0	0	1	0	0	0
Nde1	2724	1768	2131	3749	2051	2150
Myh11	0	1	4	5	8	1
Cep20	2848	1361	1956	3125	3447	2208
Abcc1	1890	1717	2019	1732	623	862
A630010A05Rik	0	0	0	0	0	0
Gm57629	0	0	0	0	0	0
Snai2	0	2	2	1	3	2
Gm25547	0	0	0	0	0	0
Gm33696	0	0	0	0	0	0
Clxn	0	0	0	0	0	0
Gm41423	0	0	0	0	0	0
Gm41424	0	0	0	2	1	0
Ube2v2	1823	788	1141	1665	1227	1078
Mcm4	6595	4551	5486	10084	5236	5416
Prkdc	1188	730	1073	904	439	569
Gm52255	0	2	1	1	1	0
Mzt2	660	560	532	1217	1076	555
Gm41425	1	2	1	2	3	1
Cebpd	2204	1528	2241	3641	2947	2113
Spidr	1377	822	1126	1648	1027	939
Pkp2	21	34	25	42	23	10
Gm5481	2	7	3	5	5	0
Yars2	1030	702	713	1462	813	550
Dnm1l	2877	2066	2518	3493	1260	1664
Fgd4	2320	905	2041	2139	1109	1529
Gm16139	0	0	0	0	0	0
Or7a40	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0
Gm46570	0	0	0	0	0	0
Gm34340	0	0	0	0	0	0
Spag6l	14	7	6	5	5	5
Rpl31-ps12	27	23	24	26	43	35
n-TKctt3	0	0	0	0	0	0
Igll1	41	39	29	3	71	3
Vpreb1a	49	50	35	17	100	9
Top3b	2067	1811	1842	2691	1101	1292
Ppm1f	1151	1120	1205	1924	608	659
Mapk1	9334	6150	7758	11506	6395	5909
Ypel1	148	134	106	33	37	30
Ppil2	4525	3623	3641	5111	3965	2839
2610318N02Rik	313	281	241	620	367	311
Mir130b	0	0	0	1	0	1
Mir301b	0	0	0	0	1	0
Sdf2l1	4391	3444	3957	7363	4774	4311
Ccdc116	39	72	41	79	23	36
Ydjc	548	609	454	887	654	351
Ube2l3	6777	5846	6423	8756	6461	5908
Gm22129	0	0	0	0	0	0
Rimbp3	6	16	13	7	0	4
Hic2	123	95	85	61	41	44
Tmem191	89	105	68	104	81	73
Pi4ka	2865	2398	3045	2453	879	1420
Serpind1	0	0	1	0	0	0
Gm24927	1	2	2	0	0	0
Snap29	2579	1422	2184	2607	1160	1412
Crkl	2571	2177	2452	2798	1028	1416
Aifm3	3	2	2	2	2	5
Lztr1	1962	1539	1582	2580	1339	1357
Thap7	753	791	666	1301	1113	625
Lrrc74b	1	0	0	0	0	0
P2rx6	1	1	2	0	0	0
Slc7a4	140	163	175	247	139	107
Smpd4	1545	1337	1574	2356	896	1216
Ccdc74a	39	16	38	128	79	59
Med15	2063	1832	2101	2041	753	1256
Klhl22	860	1013	790	1211	610	518
Scarf2	16	54	35	12	14	5
Fam246a	0	0	0	0	0	0
Car15	44	55	49	25	31	30
Dgcr2	2699	2628	2758	2639	1182	1347
Tssk1	0	0	1	0	0	0
Tssk2	0	0	0	0	0	0
Ess2	965	782	811	1477	944	770
Gsc2	0	0	0	0	0	0
Gm56604	0	2	1	0	3	0
AA914427	1	0	2	3	2	3
Slc25a1	1437	1917	1482	2490	1937	1100
Gm41427	0	0	0	0	0	0
Vpreb1b	6	10	4	0	19	0
Gm49580	0	0	0	0	0	0
Dgcr6	851	723	693	1440	1489	758
Prodh	453	582	439	826	464	416
Gm52241	0	1	0	0	0	0
Rtn4r	24	45	23	39	22	17
Gm53937	4	3	3	4	12	7
Mir6366	0	0	0	0	0	0
Gm34679	4	5	3	2	2	2
4933432I09Rik	0	1	0	0	0	0
Ccdc188	0	0	0	0	0	0
Zdhhc8	457	859	636	287	172	198
Ranbp1	7624	5867	5734	10314	9374	6965
Gm25777	12	6	2	27	18	17
Trmt2a	2412	1759	1849	3848	1903	1929
Dgcr8	2427	1401	1715	3233	1241	1852
Mir1306	0	0	0	0	0	0
Mir3618	0	0	0	0	0	0
Tango2	1835	1043	1306	2236	1728	1196
Mir185	0	0	0	0	0	1
Arvcf	313	270	219	384	205	190
Comt	3609	2239	3117	4673	3252	2251
Gm15764	24	14	13	25	22	16
Txnrd2	1811	978	1440	2630	2100	1434
Gnb1l	351	278	286	527	349	203
Tbx1	1	0	0	0	0	0
Gm35369	0	0	0	0	0	0
4930588K23Rik	0	0	0	0	0	0
Gp1bb	52	96	69	56	45	35
Septin5	1154	558	929	2415	1837	1688
Gm41429	0	0	1	0	0	0
Gm41428	0	0	0	0	0	0
Cldn5	6	18	20	0	2	0
Cdc45	2117	1379	1698	4215	2467	2647
Gm52240	3	5	3	4	1	5
Ufd1	2484	1595	1846	3640	3006	2269
2510002D24Rik	640	609	505	751	823	471
Mrpl40	1835	1240	1503	2652	2486	1603
Hira	2708	2007	2249	3976	1727	1809
Gm15798	0	0	0	0	0	1
Iglc1	17	0	2	1	0	0
Iglj1	0	0	0	0	0	0
Iglc3	21	28	20	0	6	0
Iglj3p	0	0	0	0	0	0
Iglj3	0	0	0	0	0	0
Iglv1	24	0	0	16	0	0
LOC105246083	0	0	0	0	0	0
Iglc4	0	0	0	0	0	0
Iglj4	0	0	0	0	0	0
Iglc2	1	1	1	4	11	0
Iglj2	0	0	0	0	0	0
Gm35545	2	0	2	2	0	0
Iglv3	0	1	0	3	0	0
Iglv2	0	0	0	0	7	0
Or2m12	0	0	0	0	0	0
Gm22158	0	0	0	0	0	0
Or2m13	0	0	0	0	0	0
Gm25762	0	0	0	0	0	0
Or2l13	0	0	0	0	0	0
Or2l5	0	0	0	0	0	0
Or2l13b	0	0	0	0	0	0
Or2aj4	0	0	0	0	0	0
Or2aj5	0	0	0	0	0	0
Or2aj6	0	0	0	0	0	0
Lamp3	5	4	4	5	9	3
B3gnt5	665	524	470	706	218	285
A930003A15Rik	13	4	3	10	10	9
Klhl6	5719	4416	4591	7462	4816	4581
Klhl24	4511	2736	3913	2555	1301	1558
Yeats2	990	796	993	1066	295	600
Map6d1	0	0	1	0	0	0
Gm41431	0	1	0	0	0	1
Gm49566	0	0	0	0	0	0
Parl	3538	2275	2761	5010	4204	3014
Cyp2ab1	434	183	352	35	28	23
Abcc5	2548	1222	2349	2067	1154	1537
Gm41432	0	0	0	0	0	0
Eif2b5	2835	2253	2270	4718	3076	2146
Gm16618	0	1	1	1	0	1
Dvl3	787	654	803	675	330	625
Ap2m1	8172	5943	7477	10502	6943	5741
Gm15760	11	10	12	9	5	12
Abcf3	2363	1825	1911	3494	2272	1672
Gm35685	0	0	0	0	0	0
Vwa5b2	0	1	0	0	0	0
Mir1224	0	0	0	0	0	0
Alg3	346	461	391	588	334	278
Eef1ece2	1	0	0	0	0	0
Eef1akmt4	283	242	209	426	397	213
Camk2n2	9	18	9	28	16	14
Ece2	1	0	0	0	0	0
Psmd2	10746	8396	9308	17016	9147	7686
Eif4g1	15546	12370	14566	20217	7801	10335
Snord66	1	0	1	1	0	2
Fam131a	72	58	87	37	35	21
Clcn2	303	96	194	563	204	308
Polr2h	1620	1224	1142	2141	2442	1209
Thpo	0	0	0	0	0	0
Chrd	0	0	0	0	0	0
Gm22741	0	0	0	0	0	0
Gm6551	6	5	12	4	0	3
Gm35913	0	0	0	0	0	0
Gm6557	0	0	0	0	0	0
Teddm3	1	0	0	1	0	0
Ephb3	1	1	2	0	1	0
Gm16863	1	0	0	0	0	1
Mir7680	0	0	0	0	0	0
Magef1	173	129	153	173	226	139
Gm53938	6	18	8	10	2	7
Gm36224	1	0	0	0	0	0
Gm36150	0	0	0	0	0	0
Gm53939	0	0	0	0	1	0
Vps8	1161	972	1199	1089	436	511
Gm50612	0	0	1	0	0	0
2510009E07Rik	109	86	117	30	17	12
Ehhadh	382	179	236	654	389	262
1300002E11Rik	520	380	358	562	560	298
Map3k13	22	18	13	18	4	6
Gm49607	0	0	0	0	0	0
Gm26744	0	0	0	0	0	0
Tmem41a	492	595	452	894	542	374
Liph	24	7	19	64	42	32
Senp2	3056	2054	2570	3713	2348	2131
Ndufa11b	0	0	1	2	3	0
Igf2bp2	41	31	29	51	56	32
Gm25810	0	0	0	0	0	0
Tra2b	11401	7299	8451	15760	9260	8753
Etv5	316	337	531	246	128	117
Dgkg	752	394	670	972	661	670
9230117E06Rik	0	0	0	0	0	0
Mir8095	0	0	0	1	1	0
Gm15651	4	7	2	8	6	4
Gm41433	2	7	3	1	7	1
Mir6362	0	0	0	0	0	0
Gm30416	0	0	0	0	0	0
Crygs	0	0	0	1	0	0
Tbccd1	1042	680	825	1667	796	689
Dnajb11	5436	4125	4984	8459	5956	4979
Gm30505	0	0	0	0	0	0
Ahsg	2	0	2	0	0	0
Gm30611	0	0	0	0	1	0
Fetub	1	1	1	1	1	0
Hrg	0	0	0	0	0	0
Kng2	0	1	1	0	0	0
Kng1	0	0	0	0	0	0
Gm30693	9	7	8	14	21	10
Eif4a2	11753	6038	7760	9554	8016	7146
Snord2	9	1	15	8	0	8
Gm24201	24	10	19	25	4	18
Snora81	44	18	32	36	6	29
Gm26447	10	7	8	19	4	10
Gm24616	13	4	9	11	3	12
Rfc4	2465	1198	1619	3727	3077	2300
Adipoq	2	0	2	0	1	0
C730014E05Rik	7	0	7	14	50	8
BC106179	6	5	8	1	3	1
St6gal1	672	661	986	518	616	194
Gm53940	0	0	2	0	0	0
Gm30814	0	0	0	0	0	0
Rtp1	0	0	0	0	0	0
Masp1	0	0	0	0	0	0
Rtp4	1542	1057	1715	1677	549	943
Gm31430	0	0	0	0	0	0
Sst	0	0	0	0	0	0
Rtp2	0	0	0	0	0	0
Bcl6	1558	1157	1767	1053	386	602
Gm46545	0	0	0	0	0	0
Gm31583	2	5	7	7	6	6
Gm53941	2	0	2	2	1	3
Gm32126	0	0	1	1	1	1
Gm31814	139	87	132	137	119	79
Gm38456	1	2	3	5	3	2
Lppos	91	104	99	73	89	47
Lpp	531	411	678	196	74	124
Gm24440	0	0	0	0	0	0
Morf4l1-ps1	277	170	195	317	276	223
Mir28a	0	0	0	0	0	0
Gm22672	0	2	1	0	0	0
Gm52245	0	0	0	0	0	0
A230028O05Rik	0	1	0	0	0	0
Gm41435	0	0	0	0	0	0
Gm32196	15	33	20	29	9	3
Gm53932	0	0	0	0	0	0
Tprg1	0	0	0	4	5	3
Trp63	0	1	0	1	1	1
Gm24928	0	0	0	0	0	0
Gm4524	0	0	0	0	0	0
P3h2	80	85	115	12	3	2
AU015336	0	0	0	0	0	0
Gm41436	0	0	0	2	0	1
Cldn1	409	155	221	398	401	309
Cldn16	0	0	0	0	0	0
Tmem207	0	0	0	0	0	0
Il1rap	916	589	1236	1515	381	537
Gm20319	1	0	2	1	0	0
Gmnc	0	0	0	0	0	0
Ostn	1	0	0	0	0	0
Gm32312	2	0	0	0	0	0
Uts2b	0	0	0	1	0	0
Ccdc50	5984	2761	4335	3667	1314	1836
Gm32356	0	0	0	0	0	0
Gm53942	0	0	0	0	0	0
Gm53943	0	0	0	0	0	0
Gm10823	0	0	0	0	0	0
Fgf12	1	0	0	2	1	0
Gm52250	0	0	0	0	0	0
Gm53944	0	0	0	0	0	0
Mir690	0	0	0	0	0	0
Gm46548	0	0	0	0	0	0
Mb21d2	5	3	10	2	0	1
Plaat1	0	0	0	0	0	0
Atp13a5	0	0	0	0	0	0
Atp13a4	8	1	2	2	1	0
Opa1	2996	2021	2500	4093	1668	1773
Gm32740	0	0	0	0	0	0
Gm46567	0	0	1	0	0	0
Gm32679	44	6	15	36	56	34
Gm53945	0	0	0	0	0	0
Gm52263	0	0	0	0	0	0
Gm1968	0	1	3	0	0	2
Gm32796	3	2	0	1	2	0
4632428C04Rik	20	7	13	3	7	5
9030404E10Rik	8	1	8	2	16	5
Hes1	555	651	545	179	170	85
Gm32998	2	2	2	1	5	0
Gm26562	0	0	0	0	0	0
1700025H01Rik	0	0	0	0	0	0
Gm33330	0	0	0	0	0	0
Cpn2	0	0	0	0	0	0
Lrrc15	0	1	3	0	0	0
Gp5	242	357	254	290	143	96
Atp13a3	6722	3690	5434	7368	2479	3436
Tmem44	10	7	6	8	9	5
Gm52252	0	5	2	2	2	0
Gm53946	2	0	3	5	5	4
Lsg1	2831	1785	1968	4312	1910	2098
Fam43a	833	531	1005	446	243	216
Gm49754	0	0	1	0	0	1
Gm33502	0	0	0	0	0	0
Gm41439	0	0	0	0	0	0
Gm26295	0	0	0	0	0	1
Gm25375	0	0	0	0	0	0
Gm46565	3	1	2	1	3	0
Xxylt1	595	534	596	671	206	257
Gm15742	10	11	5	10	4	5
Gm41440	0	0	0	0	0	0
Gm46554	0	0	2	1	0	0
Acap2	3506	2031	3390	3683	1324	2225
Gm52237	0	0	0	0	0	0
Gm41442	11	5	32	22	26	10
Ppp1r2	3867	2256	3062	5817	3657	3295
Gm49767	3	2	0	1	0	2
Apod	7	11	19	2	2	0
AV205837	0	0	0	0	0	0
Gm41443	0	0	0	0	0	0
1700007E05Rik	0	0	0	0	0	0
Bdh1	367	310	253	665	422	300
Gm15743	1	1	0	3	0	0
Gm53947	0	1	1	0	0	0
Gm34032	0	0	0	0	0	0
Gm52238	0	0	0	0	0	0
Gm46560	1	0	0	0	0	0
Gm34256	0	0	0	0	1	0
Gm536	0	0	0	0	0	0
Gm57638	0	0	0	0	0	0
Dlg1	2210	1462	1995	2234	1195	1424
Gm24879	0	0	0	0	0	0
Meltf	3	0	1	0	0	0
Gm52243	0	0	0	0	0	0
Gm34476	0	0	0	0	0	0
Pigz	52	45	65	2	2	3
Ncbp2as2	1258	1066	1015	1424	1480	761
Ncbp2	2999	2200	2158	3697	2677	1931
Senp5	2185	1082	1474	2384	921	1143
Gm15694	15	13	10	36	15	13
Pak2	7238	5920	7360	8711	4346	4888
Gm26419	0	0	0	0	0	0
Pigx	1846	1052	1391	2173	2862	1717
Cep19	1085	490	765	2242	1847	1742
Nrros	5580	4540	5827	6696	3177	3250
Bex6	600	395	451	499	350	292
Fbxo45	1196	839	1024	1367	627	731
Gm25848	0	0	1	0	0	1
Wdr53	658	461	446	882	738	553
Mir1946a	0	0	0	0	0	0
Smco1	0	0	0	0	0	0
Rnf168	2590	1930	1957	2932	1968	1652
Ubxn7	2625	1606	2136	2782	1749	1708
Tm4sf19	0	0	1	0	0	0
Gm20056	7	11	6	5	8	5
Gm53948	0	0	0	1	3	0
Dynlt2b	563	397	557	734	881	539
Pcyt1a	4040	2366	3509	5632	2062	2462
Slc51a	5	0	3	4	2	2
Zdhhc19	0	0	0	0	0	0
Tfrc	12400	3298	7434	28161	9343	13075
Tnk2	2335	2590	2289	2242	1268	1640
Tnk2os	2	2	2	4	2	3
Gm34766	0	0	0	0	0	0
Muc4	1	0	0	0	0	0
Gm34825	0	0	0	0	0	0
Gm53949	0	0	0	0	0	0
Muc20	6	23	5	13	8	5
Smbd1	1	1	0	1	0	0
Rubcn	1067	796	1091	647	237	370
Fyttd1	2360	1212	1559	2388	1204	1120
Lrch3	1570	1266	1436	1189	474	714
n-R5s33	0	0	1	0	0	0
Iqcg	25	21	16	38	46	47
Rpl35a	12319	9919	10859	12930	15124	10853
Lmln	149	87	122	156	48	81
Mir1947	0	0	0	0	0	0
Gm38540	2	1	2	0	0	0
Gm41447	0	0	0	0	0	1
Gm53950	0	0	0	0	1	0
Osbpl11	1538	999	1427	1647	757	935
Snx4	2924	2100	2609	4365	2514	2250
1700007L15Rik	92	61	60	132	126	70
Zfp148	3074	1786	2421	2789	1240	1478
Slc12a8	0	5	3	9	15	1
Heg1	1680	1667	1531	1308	529	627
Gm15658	296	250	209	205	162	112
Muc13	2528	3476	2150	1864	702	600
Itgb5	2153	1878	2997	235	153	134
Umps	4124	3179	3320	5870	3057	2509
Kalrn	100	80	113	160	78	106
Gm41448	0	0	0	0	0	0
Ropn1	0	0	0	0	0	0
Gm35150	3	7	2	2	7	4
Ccdc14	299	201	282	537	231	235
Mylk	76	72	83	237	488	351
Gm53951	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0
E130310I04Rik	0	0	0	0	0	0
Gm21691	0	0	0	1	0	0
Hacd2	2016	902	1333	2548	2229	1767
Gm53952	1	0	1	2	0	0
Adcy5	1	1	2	22	7	8
Gm46550	0	0	0	0	0	0
Sec22a	607	359	506	657	648	375
Gm25079	0	0	0	0	0	0
Pdia5	409	409	413	659	325	301
1600019K03Rik	0	0	0	0	0	0
